House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
14,Jones Avenue,Nicola,Jones,67,Head,Married,Female,Customer service manager,None,Christian
14,Jones Avenue,Ronald,Jones,71,Husband,Married,Male,Retired Counselling psychologist,None,Christian
15,Jones Avenue,Emma,Carroll,37,Head,Divorced,Female,Unemployed,None,Catholic
15,Jones Avenue,Daniel,Carroll,6,Son,NA,Male,Student,None,NA
16,Jones Avenue,Graeme,Roberts,22,Head,Single,Male,University Student,None,None
17,Jones Avenue,Lindsey,Russell,66,Head,Widowed,Female,"Engineer, agricultural",None,Christian
18,Jones Avenue,Brenda,Hart,60,Head,Single,Female,Administrator,None,None
19,Jones Avenue,Terence,Williams,20,Head,Single,Male,University Student,None,Christian
20,Jones Avenue,Frank,Robinson,24,Head,Divorced,Male,Police officer,None,Catholic
21,Jones Avenue,Ross,Holloway,25,Head,Divorced,Male,Equality and diversity officer,None,None
22,Jones Avenue,Christopher,Russell,35,Head,Widowed,Male,"Designer, multimedia",None,None
22,Jones Avenue,June,Johnson,36,Cousin,Single,Female,Tree surgeon,None,None
23,Jones Avenue,Craig,Smith,64,Head,Single,Male,Barista,None,Christian
24,Jones Avenue,Irene,Jones,33,Head,Single,Female,Environmental manager,None,None
24,Jones Avenue,Leonard,O'Donnell,21,None,Single,Male,University Student,None,None
24,Jones Avenue,Stanley,Barnes,61,None,Single,Male,Charity officer,None,Methodist
25,Jones Avenue,Karl,Evans,64,Head,Single,Male,Geophysical data processor,None,Christian
25,Jones Avenue,Sian,Stevenson,5,Granddaughter,NA,Female,Student,None,NA
26,Jones Avenue,Teresa,Gilbert,42,Head,Divorced,Female,Clinical research associate,None,Catholic
26,Jones Avenue,Gerard,Gilbert,9,Son,NA,Male,Student,None,NA
27,Jones Avenue,Graeme,Lord,33,Head,Single,Male,Product designer,None,None
28,Jones Avenue,Sylvia,Richardson,31,Head,Single,Female,Forest/woodland manager,None,None
29,Jones Avenue,Hazel,Marshall,52,Head,Single,Female,Public relations officer,None,None
30,Jones Avenue,Alison,Stokes,48,Head,Single,Female,Catering manager,None,None
30,Jones Avenue,Adrian,Stokes,14,Son,NA,Male,Student,None,NA
31,Jones Avenue,Martin,Yates,82,Head,Married,Male,Retired Publishing copy,None,Christian
31,Jones Avenue,Sandra,Yates,80,Wife,Married,Female,Retired Scientific laboratory technician,None,Christian
32,Jones Avenue,Joan,Robinson,44,Head,Single,Female,"Biochemist, clinical",None,None
33,Jones Avenue,Jacqueline,Jones,59,Head,Single,Female,Public affairs consultant,None,None
34,Jones Avenue,Michelle,Khan,82,Head,Single,Female,"Retired Surveyor, mining",None,Christian
35,Jones Avenue,Catherine,Dawson,72,Head,Widowed,Female,Retired Retail manager,None,None
36,Jones Avenue,Kimberley,Pritchard,78,Head,Divorced,Female,"Retired Journalist, broadcasting",None,Christian
37,Jones Avenue,Colin,Brown,98,Head,Widowed,Male,Retired Public librarian,None,Christian
38,Jones Avenue,Elliot,Wallis,43,Head,Single,Male,Jewellery designer,None,Catholic
39,Jones Avenue,Hayley,Harvey,46,Head,Single,Female,Transport planner,None,Christian
40,Jones Avenue,Adam,Hill,68,Head,Divorced,Male,Retired Textile designer,None,Christian
40,Jones Avenue,Billy,Hill,17,Grandson,NA,Male,Student,None,NA
41,Jones Avenue,Steven,Murphy,25,Head,Single,Male,Lobbyist,None,Catholic
41,Jones Avenue,Georgia,Arnold,25,Partner,Single,Female,Writer,None,Catholic
42,Jones Avenue,Kayleigh,Collins,45,Head,Married,Female,Medical illustrator,None,None
42,Jones Avenue,Callum,Collins,47,Husband,Married,Male,Therapeutic radiographer,None,None
42,Jones Avenue,Angela,Collins,11,Daughter,NA,Female,Student,None,NA
43,Jones Avenue,Anna,Poole,71,Head,Widowed,Female,Retired Make,None,Christian
43,Jones Avenue,Chelsea,Poole,45,Daughter,Single,Female,Government social research officer,None,Christian
44,Jones Avenue,Denise,Francis,24,Head,Single,Female,Unemployed,None,Muslim
45,Jones Avenue,Eric,Butler,38,Head,Single,Male,Comptroller,None,Christian
46,Jones Avenue,Allan,Thomas,71,Head,Married,Male,Retired Historic buildings inspector/conservation officer,None,Christian
46,Jones Avenue,Jayne,Thomas,69,Wife,Married,Female,Retired Commercial art gallery manager,None,Christian
47,Jones Avenue,Gareth,Davies,67,Head,Widowed,Male,"Engineer, maintenance",None,Methodist
48,Jones Avenue,Guy,Knight,50,Head,Divorced,Male,Chiropractor,None,Methodist
49,Jones Avenue,Damien,Jackson,60,Head,Divorced,Male,Horticultural therapist,None,Christian
50,Jones Avenue,Callum,Bradley,57,Head,Single,Male,Mudlogger,None,Christian
51,Jones Avenue,Russell,Ali,86,Head,Divorced,Male,Retired Geophysical data processor,None,None
52,Jones Avenue,Marilyn,Rogers,50,Head,Single,Female,Games developer,None,Catholic
53,Jones Avenue,Ann,Harris,49,Head,Married,Female,Sports administrator,None,Christian
53,Jones Avenue,Clifford,Harris,50,Husband,Married,Male,Training and development officer,None,Christian
53,Jones Avenue,Lynda,Harris,15,Daughter,NA,Female,Student,None,NA
54,Jones Avenue,Charlene,Martin,24,Head,Married,Female,"Surveyor, hydrographic",None,None
54,Jones Avenue,Conor,Holland,25,Husband,Married,Male,English as a second language teacher,None,None
55,Jones Avenue,Abigail,Williamson,83,Head,Married,Female,Retired Surgeon,None,Catholic
55,Jones Avenue,Declan,Williamson,85,Husband,Married,Male,"Retired Restaurant manager, fast food",None,None
56,Jones Avenue,Hazel,Johnson,78,Head,Married,Female,"Retired Investment banker, operational",None,Christian
56,Jones Avenue,Christopher,Johnson,83,Husband,Married,Male,Retired Warden/ranger,None,Christian
57,Jones Avenue,Joan,Pickering,74,Head,Widowed,Female,Retired Professor Emeritus,None,Christian
58,Jones Avenue,Anna,Hale,45,Head,Married,Female,Therapeutic radiographer,None,Christian
58,Jones Avenue,Ian,Hale,52,Husband,Married,Male,Trade union research officer,None,Christian
58,Jones Avenue,Lynda,Hale,13,Daughter,NA,Female,Student,None,NA
59,Jones Avenue,Harriet,Murphy,41,Head,Single,Female,"Engineer, production",None,None
60,Jones Avenue,Damian,Nicholls,67.66437863917258,Head,Single,Male,Unemployed,None,Catholic
60,Jones Avenue,Emily,Nicholls,8.999999999999993,Daughter,NA,Female,Student,None,NA
60,Jones Avenue,Samantha,Nicholls,4.999999999999993,Daughter,NA,Female,Student,None,NA
60,Jones Avenue,Marcus,Nicholls,2.999999999999993,Son,NA,Male,Child,None,NA
61,Jones Avenue,Diana,Morgan,59,Head,Divorced,Female,Tour manager,None,Sikh
62,Jones Avenue,Charlotte,Hill,58,Head,Divorced,Female,Contracting civil engineer,None,None
63,Jones Avenue,Ruth,Jackson,35,Head,Widowed,Female,Publishing rights manager,None,Methodist
63,Jones Avenue,Jay,Jackson,9,Son,NA,Male,Student,None,NA
64,Jones Avenue,Shannon,Jones,69,Head,Married,Female,Retired Research scientist (physical sciences),None,None
64,Jones Avenue,Ross,Jones,71,Husband,Married,Male,Retired Agricultural consultant,None,None
65,Jones Avenue,Francesca,Roberts,36,Head,Married,Female,"Teacher, English as a foreign language",None,Christian
65,Jones Avenue,Andrew,Roberts,37,Husband,Married,Male,Acupuncturist,None,Christian
65,Jones Avenue,Amelia,Roberts,14,Daughter,NA,Female,Student,None,NA
66,Jones Avenue,Tracy,Griffiths,43,Head,Divorced,Female,Unemployed,None,Catholic
66,Jones Avenue,Olivia,Griffiths,17,Daughter,NA,Female,Student,None,NA
67,Jones Avenue,Matthew,Brown,20,Head,Single,Male,University Student,None,Methodist
68,Jones Avenue,Helen,Brown,59,Head,Married,Female,"Designer, exhibition/display",None,None
68,Jones Avenue,Jack,Brown,59,Husband,Married,Male,"Engineer, petroleum",None,None
68,Jones Avenue,Connor,Brown,34,Son,Single,Male,Passenger transport manager,None,None
68,Jones Avenue,Declan,Wilkinson-Brown,32,Son,Single,Male,Building services engineer,None,None
69,Jones Avenue,Kim,Swift,40,Head,Single,Female,Unemployed,None,Christian
69,Jones Avenue,Heather,Swift,6,Daughter,NA,Female,Student,None,NA
70,Jones Avenue,Joan,Skinner,32,Head,Single,Female,Seismic interpreter,None,None
71,Jones Avenue,Wendy,Foster,33,Head,Divorced,Female,"Administrator, education",None,None
71,Jones Avenue,Tom,Pearce-Foster,8,Son,NA,Male,Student,None,NA
72,Jones Avenue,Stewart,Edwards,35,Head,Single,Male,Commercial horticulturist,None,Methodist
73,Jones Avenue,Anna,Marsden,82,Head,Widowed,Female,Retired Soil scientist,None,None
74,Jones Avenue,Carly,Bowen,74,Head,Married,Female,Retired Midwife,None,None
74,Jones Avenue,Sean,Bowen,77,Husband,Married,Male,Retired Patent examiner,None,None
75,Jones Avenue,Fiona,Johnson,53,Head,Married,Female,Dance movement psychotherapist,None,Christian
75,Jones Avenue,Colin,Johnson,53,Husband,Married,Male,Energy manager,None,Christian
75,Jones Avenue,Beth,Johnson,14,Daughter,NA,Female,Student,None,NA
76,Jones Avenue,Henry,Young,83,Head,Widowed,Male,"Retired Scientist, biomedical",None,Catholic
77,Jones Avenue,Joanne,Lloyd,32,Head,Single,Female,Freight forwarder,None,Methodist
78,Jones Avenue,Laura,Palmer,45,Head,Single,Female,"Production designer, theatre/television/film",None,None
79,Jones Avenue,Jonathan,Thompson,68,Head,Widowed,Male,"Retired Social research officer, government",None,None
1,Portsmouth Rest,Carolyn,Wyatt,20,Head,Single,Female,University Student,None,None
1,Portsmouth Rest,Steven,Collins,21,None,Single,Male,University Student,None,Methodist
1,Portsmouth Rest,Katy,Taylor,20,None,Single,Female,University Student,None,Methodist
2,Portsmouth Rest,Nicole,Brown,52,Head,Married,Female,"Geologist, wellsite",None,Christian
2,Portsmouth Rest,Peter,Brown,53,Husband,Married,Male,"Engineer, building services",None,Christian
2,Portsmouth Rest,Brett,Brown,25,Son,Single,Male,Research scientist (maths),None,Christian
2,Portsmouth Rest,Leah,Brown,9,Daughter,NA,Female,Student,None,NA
3,Portsmouth Rest,Kevin,Wallace,40,Head,Married,Male,"Therapist, art",None,Catholic
3,Portsmouth Rest,Valerie,Wallace,39,Wife,Married,Female,Public relations account executive,None,Catholic
3,Portsmouth Rest,Roy,Wallace,4,Son,NA,Male,Child,None,NA
4,Portsmouth Rest,Dorothy,Andrews,38,Head,Married,Female,Garment/textile technologist,None,Muslim
4,Portsmouth Rest,Ross,Andrews,40,Husband,Married,Male,Heritage manager,None,None
4,Portsmouth Rest,Joyce,Andrews,10,Daughter,NA,Female,Student,None,NA
5,Portsmouth Rest,Geraldine,Price,41,Head,Single,Female,Unemployed,None,Catholic
5,Portsmouth Rest,Liam,Taylor-Price,6,Son,NA,Male,Student,None,NA
5,Portsmouth Rest,Diane,Williams,4,Daughter,NA,Female,Child,None,NA
5,Portsmouth Rest,Malcolm,Williams,1,Son,NA,Male,Child,None,NA
5,Portsmouth Rest,Emily,Charlton,27,Lodger,Divorced,Female,Sales promotion account executive,None,Christian
6,Portsmouth Rest,Claire,Graham,79,Head,Married,Female,"Retired Engineer, control and instrumentation",None,None
6,Portsmouth Rest,Lawrence,Graham,81,Husband,Married,Male,Retired Estate manager/land agent,None,None
7,Portsmouth Rest,Tony,Perry,44,Head,Single,Male,"Psychologist, prison and probation services",None,None
8,Portsmouth Rest,Heather,Brown,68,Head,Married,Female,Retired Printmaker,None,Methodist
8,Portsmouth Rest,Bradley,Brown,73,Husband,Married,Male,"Retired Radiographer, therapeutic",None,None
9,Portsmouth Rest,Deborah,Barnett,43,Head,Single,Female,Midwife,None,None
9,Portsmouth Rest,Andrew,Grant,44,Partner,Single,Male,Chartered public finance accountant,None,None
10,Portsmouth Rest,Joanna,Phillips,36,Head,Married,Female,Air broker,None,None
10,Portsmouth Rest,Terence,Phillips,30,Husband,Married,Male,Paediatric nurse,None,None
11,Portsmouth Rest,Jill,Anderson,89,Head,Married,Female,"Retired Geneticist, molecular",None,Christian
11,Portsmouth Rest,Mathew,Anderson,96,Husband,Married,Male,"Retired Investment banker, corporate",None,Christian
12,Portsmouth Rest,Jay,Allen,41,Head,Divorced,Male,Unemployed,None,None
12,Portsmouth Rest,Ashley,Allen,17,Son,NA,Male,Student,None,NA
13,Portsmouth Rest,Leanne,Graham,58,Head,Single,Female,Quarry manager,None,Methodist
13,Portsmouth Rest,Russell,Graham,26,Son,Single,Male,English as a foreign language teacher,None,Methodist
13,Portsmouth Rest,Antony,Graham,25,Son,Single,Male,Unemployed,None,Methodist
13,Portsmouth Rest,Rhys,Graham,24,Son,Single,Male,Financial controller,None,None
14,Portsmouth Rest,Sylvia,Walker,31,Head,Single,Female,Contractor,None,Catholic
14,Portsmouth Rest,Jade,Walker,3,Daughter,NA,Female,Child,None,NA
14,Portsmouth Rest,Annette,Wilson,20,Lodger,Widowed,Female,University Student,None,None
14,Portsmouth Rest,Joyce,Gray,61,Lodger,Single,Female,Tax adviser,None,Christian
14,Portsmouth Rest,Lauren,Chambers,30,Cousin,Single,Female,Unemployed,None,None
15,Portsmouth Rest,Brenda,Cooke,55,Head,Single,Female,Conference centre manager,None,Christian
16,Portsmouth Rest,Naomi,White,40,Head,Single,Female,Fitness centre manager,None,Catholic
16,Portsmouth Rest,Dean,Davis,44,Partner,Single,Male,Print production planner,None,None
16,Portsmouth Rest,Maurice,White,10,Son,NA,Male,Student,None,NA
17,Portsmouth Rest,Joanna,Khan,51,Head,Married,Female,Unemployed,None,Christian
17,Portsmouth Rest,Kevin,Khan,57,Husband,Married,Male,Education administrator,None,Christian
17,Portsmouth Rest,Damian,Khan,27,Son,Divorced,Male,Clothing/textile technologist,None,Christian
18,Portsmouth Rest,Mary,Campbell,51,Head,Single,Female,Legal executive,None,None
18,Portsmouth Rest,Joyce,Thompson,55,None,Single,Female,"Surveyor, commercial/residential",None,Christian
19,Portsmouth Rest,Louise,Cartwright,68,Head,Widowed,Female,Retired Tree surgeon,None,Christian
20,Portsmouth Rest,Sandra,Mills,72,Head,Married,Female,Retired Barista,None,None
20,Portsmouth Rest,Timothy,Mills,77,Husband,Married,Male,Unemployed,None,None
21,Portsmouth Rest,Marilyn,Fox,44,Head,Married,Female,Research scientist (physical sciences),None,Catholic
21,Portsmouth Rest,Albert,Fox,43,Husband,Married,Male,Manufacturing systems engineer,None,None
22,Portsmouth Rest,Graham,Tyler,63,Head,Married,Male,"Therapist, speech and language",None,Catholic
22,Portsmouth Rest,Jacqueline,Tyler,61,Wife,Married,Female,"Teacher, primary school",None,None
23,Portsmouth Rest,Geoffrey,Walker,43,Head,Married,Male,Brewing technologist,None,None
23,Portsmouth Rest,Denise,Walker,39,Wife,Married,Female,Systems developer,None,None
24,Portsmouth Rest,Jodie,Roberts,25,Head,Married,Female,"Administrator, education",None,Methodist
24,Portsmouth Rest,Jonathan,Roberts-Smith,30,Husband,Married,Male,Water quality scientist,None,Methodist
24,Portsmouth Rest,Jordan,Roberts-Smith,0,Son,NA,Male,Child,None,NA
24,Portsmouth Rest,Russell,Walsh,32,Lodger,Single,Male,Agricultural consultant,None,Christian
25,Portsmouth Rest,Debra,Lewis,45,Head,Married,Female,Nature conservation officer,None,None
25,Portsmouth Rest,George,Lewis,47,Husband,Married,Male,Health and safety inspector,None,None
25,Portsmouth Rest,Teresa,Lewis,12,Daughter,NA,Female,Student,None,NA
25,Portsmouth Rest,Kyle,Lewis,8,Son,NA,Male,Student,None,NA
25,Portsmouth Rest,Lydia,Lewis,6,Daughter,NA,Female,Student,None,NA
26,Portsmouth Rest,Gregory,Stevenson,20,Head,Married,Male,University Student,None,None
26,Portsmouth Rest,Victoria,Stevenson,23,Wife,Married,Female,IT trainer,None,None
27,Portsmouth Rest,Lesley,Marsh,26,Head,Divorced,Female,Charity fundraiser,None,Methodist
28,Portsmouth Rest,Ellie,Bird,58,Head,Single,Female,Horticultural therapist,None,Methodist
29,Portsmouth Rest,Timothy,Stevens,69,Head,Married,Male,Retired Herpetologist,None,Catholic
29,Portsmouth Rest,Natalie,Stevens,67,Wife,Married,Female,Marine scientist,None,None
30,Portsmouth Rest,Elliott,Baldwin,38,Head,Single,Male,"Engineer, drilling",None,Catholic
30,Portsmouth Rest,William,Townsend,23,None,Single,Male,"Surveyor, insurance",None,Catholic
30,Portsmouth Rest,Jamie,Smith,28,None,Single,Male,Financial manager,None,Christian
31,Portsmouth Rest,Helen,Preston,44,Head,Single,Female,Metallurgist,None,Christian
31,Portsmouth Rest,Elliot,Read,47,Partner,Single,Male,Information systems manager,None,Christian
32,Portsmouth Rest,Barbara,Page,65,Head,Married,Female,Estate manager/land agent,None,Catholic
32,Portsmouth Rest,Darren,Page,67,Husband,Married,Male,Furniture conservator/restorer,None,None
32,Portsmouth Rest,Denise,Page,21,Daughter,Single,Female,Public librarian,None,Catholic
32,Portsmouth Rest,Stuart,Page,15,Son,NA,Male,Student,None,NA
33,Portsmouth Rest,Valerie,Stone,50,Head,Divorced,Female,Licensed conveyancer,None,None
33,Portsmouth Rest,Jordan,Austin,21,Nephew,Divorced,Male,University Student,None,None
33,Portsmouth Rest,Garry,Austin,18,Nephew,Single,Male,Student,None,None
34,Portsmouth Rest,David,Newton,44,Head,Married,Male,Corporate treasurer,None,Christian
34,Portsmouth Rest,Lesley,Newton,42,Wife,Married,Female,"Accountant, chartered public finance",None,Christian
35,Portsmouth Rest,Georgina,Singh,27,Head,Single,Female,Podiatrist,None,Catholic
36,Portsmouth Rest,Geoffrey,Patel,48,Head,Married,Male,Exercise physiologist,None,Muslim
36,Portsmouth Rest,Caroline,Patel,47,Wife,Married,Female,Unemployed,None,None
37,Portsmouth Rest,Kimberley,Jackson,75.34659211357395,Head,Married,Female,Retired Broadcast journalist,None,Christian
37,Portsmouth Rest,Andrew,Jackson,75.34659211357395,Husband,Married,Male,Retired Medical illustrator,None,Christian
37,Portsmouth Rest,Alice,Bell-Jackson,14.0,Daughter,NA,Female,Student,None,NA
37,Portsmouth Rest,Joan,Bell-Jackson,10.0,Daughter,NA,Female,Student,None,NA
38,Portsmouth Rest,Dorothy,Thomas,41,Head,Married,Female,Psychiatrist,None,None
38,Portsmouth Rest,Victor,Thomas,37,Husband,Married,Male,"Administrator, education",None,None
38,Portsmouth Rest,Adrian,Thomas,11,Son,NA,Male,Student,None,NA
38,Portsmouth Rest,Colin,Thomas,9,Son,NA,Male,Student,None,NA
38,Portsmouth Rest,Natalie,Thomas,5,Daughter,NA,Female,Student,None,NA
39,Portsmouth Rest,Jake,Hudson,64,Head,Single,Male,Building surveyor,None,Christian
39,Portsmouth Rest,Ashleigh,Hewitt,59,Partner,Single,Female,Theatre director,None,None
40,Portsmouth Rest,Kerry,Spencer,21,Head,Single,Female,University Student,None,None
40,Portsmouth Rest,Geraldine,Houghton,21,None,Single,Female,University Student,None,Christian
40,Portsmouth Rest,Aaron,Hill,21,None,Single,Male,University Student,None,Catholic
41,Portsmouth Rest,Marie,Smith,79,Head,Widowed,Female,"Retired Pharmacist, hospital",None,Christian
42,Portsmouth Rest,Malcolm,Hawkins,26,Head,Single,Male,"Therapist, drama",None,None
42,Portsmouth Rest,Frances,Jones,19,Partner,Single,Female,University Student,None,None
42,Portsmouth Rest,Jonathan,Jones,53,Lodger,Divorced,Male,"Programme researcher, broadcasting/film/video",None,Christian
43,Portsmouth Rest,Tony,Harrison,52,Head,Married,Male,Audiological scientist,None,Catholic
